Timestamp,Category,Flag,Scope,Sector,DriverNumber,LapNumber,Message,Status
2020-11-01 12:44:45,Other,,,,,24,CAR 20 (MAG) TIME 1:19.908 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 12:45:09,Other,,,,,25,CAR 44 (HAM) TIME 1:18.026 DELETED - TRACK LIMITS AT TURN 15,
2020-11-01 12:46:41,Flag,BLUE,Driver,,18,26,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 13:46:41,
2020-11-01 12:46:52,Other,,,,,26,CAR 77 (BOT) TIME 1:18.471 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 12:47:23,Flag,BLUE,Driver,,8,26,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 13:47:22,
2020-11-01 12:48:51,Flag,BLUE,Driver,,99,27,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 13:48:51,
2020-11-01 12:50:08,Flag,BLUE,Driver,,31,28,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 13:50:07,
2020-11-01 12:51:13,Flag,YELLOW,Sector,13.0,,29,YELLOW IN TRACK SECTOR 13,
2020-11-01 12:51:38,CarEvent,,,,31,30,CAR 31 (OCO) STOPPED AT TURN 13,
2020-11-01 12:52:40,SafetyCar,,,,,30,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED
2020-11-01 12:53:04,SafetyCar,,,,,31,VIRTUAL SAFETY CAR ENDING,ENDING
2020-11-01 12:53:08,Flag,CLEAR,Sector,13.0,,31,CLEAR IN TRACK SECTOR 13,
2020-11-01 12:53:18,Flag,CLEAR,Track,,,31,TRACK CLEAR,
2020-11-01 12:53:21,Drs,,,,,31,DRS ENABLED,ENABLED
2020-11-01 12:54:53,Flag,BLUE,Driver,,20,32,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 13:54:52,
2020-11-01 12:55:05,Other,,,,,32,CAR 55 (SAI) TIME 1:31.363 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 12:55:17,Flag,BLUE,Driver,,20,32,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 13:55:16,
2020-11-01 12:58:20,Other,,,,,34,CAR 23 (ALB) TIME 1:19.292 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 13:03:44,Other,,,,,38,CAR 63 (RUS) TIME 1:19.070 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 13:06:08,Flag,BLUE,Driver,,8,40,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 14:06:08,
2020-11-01 13:10:00,Flag,BLUE,Driver,,6,43,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 14:09:59,
2020-11-01 13:11:21,Flag,BLUE,Driver,,5,44,WAVED BLUE FLAG FOR CAR 5 (VET) TIMED AT 14:11:20,
2020-11-01 13:11:47,Flag,BLUE,Driver,,99,45,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 14:11:46,
2020-11-01 13:13:02,Flag,BLUE,Driver,,5,46,WAVED BLUE FLAG FOR CAR 5 (VET) TIMED AT 14:13:02,
2020-11-01 13:15:51,Other,,,,,48,CAR 8 (GRO) TIME 1:19.375 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 13:16:01,Other,,,,,48,CAR 33 (VER) TIME 1:17.707 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 13:17:25,Flag,BLUE,Driver,,8,49,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 14:17:24,
2020-11-01 13:18:00,Flag,BLUE,Driver,,63,49,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:18:00,
2020-11-01 13:20:00,Flag,YELLOW,Sector,7.0,,51,YELLOW IN TRACK SECTOR 7,
2020-11-01 13:20:14,Flag,DOUBLE YELLOW,Sector,7.0,,51,DOUBLE YELLOW IN TRACK SECTOR 7,
2020-11-01 13:20:16,Flag,DOUBLE YELLOW,Sector,6.0,,51,DOUBLE YELLOW IN TRACK SECTOR 6,
2020-11-01 13:20:38,SafetyCar,,,,,51,SAFETY CAR DEPLOYED,DEPLOYED
2020-11-01 13:24:43,Flag,DOUBLE YELLOW,Sector,11.0,,53,DOUBLE YELLOW IN TRACK SECTOR 11,
2020-11-01 13:25:36,Flag,CLEAR,Sector,6.0,,54,CLEAR IN TRACK SECTOR 6,
2020-11-01 13:25:41,Flag,CLEAR,Sector,7.0,,54,CLEAR IN TRACK SECTOR 7,
2020-11-01 13:29:25,Other,,,,,55,"LAPPED CARS MAY NOW OVERTAKE - 6.5.18,8",
2020-11-01 13:33:09,Flag,CLEAR,Sector,11.0,,57,CLEAR IN TRACK SECTOR 11,
2020-11-01 13:33:11,SafetyCar,,,,,57,SAFETY CAR IN THIS LAP,IN THIS LAP
2020-11-01 13:33:55,Flag,CLEAR,Track,,,57,TRACK CLEAR,
2020-11-01 13:34:39,Flag,YELLOW,Sector,7.0,,58,YELLOW IN TRACK SECTOR 7,
2020-11-01 13:34:46,Flag,CLEAR,Sector,7.0,,58,CLEAR IN TRACK SECTOR 7,
2020-11-01 13:35:02,CarEvent,,,,23,58,CAR 23 (ALB) SPUN AND CONTINUED AT TURN 6,
2020-11-01 13:35:39,Other,,,,,59,CAR 16 (LEC) TIME 1:22.164 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 13:36:57,Drs,,,,,60,DRS ENABLED,ENABLED
2020-11-01 13:37:15,Other,,,,,60,TURN 4 INCIDENT INVOLVING CARS 6 (LAT) AND 8 (GRO) NOTED,
2020-11-01 13:38:24,Other,,,,,61,CAR 8 (GRO) TIME 1:19.528 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 13:38:31,Other,,,,,61,BLACK AND WHITE FLAG FOR CAR 8 (GRO) - TRACK LIMITS,
2020-11-01 13:39:25,Other,,,,,62,TURN 4 INCIDENT INVOLVING CARS 6 (LAT) AND 8 (GRO) - NO INVESTIGATION NECESSARY,
2020-11-01 13:41:45,Flag,CHEQUERED,Track,,,63,CHEQUERED FLAG,
2020-11-01 13:42:22,Other,,,,,63,CAR 8 (GRO) TIME 1:19.035 DELETED - TRACK LIMITS AT TURN 9,
2020-11-01 13:42:35,Other,,,,,63,5 SECOND TIME PENALTY FOR CAR 8 (GRO) - TRACK LIMITS,
