Timestamp,Category,Flag,Scope,Sector,DriverNumber,LapNumber,Message,Status
2020-11-29 16:01:15,Flag,DOUBLE YELLOW,Sector,11.0,,13,DOUBLE YELLOW IN TRACK SECTOR 11,
2020-11-29 16:01:16,Other,,,,,13,DRS DISABLED IN ZONE 2,
2020-11-29 16:01:24,Flag,CLEAR,Sector,11.0,,14,CLEAR IN TRACK SECTOR 11,
2020-11-29 16:01:24,Other,,,,,14,DRS ENABLED IN ZONE 2,
2020-11-29 16:28:32,Flag,BLUE,Driver,,20,31,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:28:31,
2020-11-29 16:32:59,Flag,BLUE,Driver,,20,33,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:32:59,
2020-11-29 16:42:52,Flag,BLUE,Driver,,20,39,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:42:51,
2020-11-29 16:44:04,Flag,BLUE,Driver,,20,40,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:44:04,
2020-11-29 16:48:37,Flag,BLUE,Driver,,26,43,WAVED BLUE FLAG FOR CAR 26 (KVY) TIMED AT 19:48:37,
2020-11-29 16:50:43,Flag,BLUE,Driver,,26,45,WAVED BLUE FLAG FOR CAR 26 (KVY) TIMED AT 19:50:43,
2020-11-29 16:51:06,Flag,BLUE,Driver,,99,45,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 19:51:06,
2020-11-29 16:52:51,Flag,BLUE,Driver,,99,46,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 19:52:51,
2020-11-29 16:54:20,Flag,BLUE,Driver,,7,47,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 19:54:19,
2020-11-29 16:54:31,Flag,BLUE,Driver,,20,47,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:54:30,
2020-11-29 16:55:06,Flag,BLUE,Driver,,6,47,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 19:55:05,
2020-11-29 16:57:22,Flag,BLUE,Driver,,20,49,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:57:22,
2020-11-29 16:57:32,Flag,BLUE,Driver,,5,49,WAVED BLUE FLAG FOR CAR 5 (VET) TIMED AT 19:57:32,
2020-11-29 16:58:02,Flag,BLUE,Driver,,63,49,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:58:01,
2020-11-29 16:59:28,Flag,BLUE,Driver,,7,50,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 19:59:28,
2020-11-29 17:00:44,Flag,BLUE,Driver,,99,51,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 20:00:44,
2020-11-29 17:00:58,Flag,BLUE,Driver,,6,51,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 20:00:58,
2020-11-29 17:03:37,Flag,BLUE,Driver,,20,53,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 20:03:37,
2020-11-29 17:04:30,Flag,BLUE,Driver,,26,53,WAVED BLUE FLAG FOR CAR 26 (KVY) TIMED AT 20:04:29,
2020-11-29 17:04:38,Flag,BLUE,Driver,,7,53,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 20:04:37,
2020-11-29 17:05:03,Flag,BLUE,Driver,,16,54,WAVED BLUE FLAG FOR CAR 16 (LEC) TIMED AT 20:05:03,
2020-11-29 17:05:33,Flag,BLUE,Driver,,6,54,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 20:05:33,
2020-11-29 17:06:29,Flag,DOUBLE YELLOW,Sector,11.0,,55,DOUBLE YELLOW IN TRACK SECTOR 11,
2020-11-29 17:06:30,Other,,,,,55,DRS DISABLED IN ZONE 2,
2020-11-29 17:06:35,SafetyCar,,,,,55,SAFETY CAR DEPLOYED,DEPLOYED
2020-11-29 17:13:22,Flag,CHEQUERED,Track,,,57,CHEQUERED FLAG,
2020-11-29 17:19:02,Flag,CLEAR,Sector,11.0,,57,CLEAR IN TRACK SECTOR 11,
