Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap,Year,RoundNumber
2025-03-16 05:13:38,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:13:37,,BLUE,Driver,,30,33,2025,1
2025-03-16 05:13:42,Other,CAR 81 (PIA) TIME 1:29.379 DELETED - TRACK LIMITS AT TURN 6 LAP 32 16:12:17,,,,,,33,2025,1
2025-03-16 05:14:46,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:14:46,,BLUE,Driver,,87,34,2025,1
2025-03-16 05:14:49,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,34,2025,1
2025-03-16 05:15:09,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,34,2025,1
2025-03-16 05:21:22,Other,RECOVERY VEHICLE ON TRACK AT TURN 8,,,,,,37,2025,1
2025-03-16 05:24:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,38,2025,1
2025-03-16 05:24:36,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,38,2025,1
2025-03-16 05:25:02,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,38,2025,1
2025-03-16 05:28:03,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,39,2025,1
2025-03-16 05:28:05,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,39,2025,1
2025-03-16 05:28:35,Other,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 5, 31, 87, 30",,,,,,40,2025,1
2025-03-16 05:30:08,Other,INCIDENT INVOLVING CARS 5 (BOR) AND 30 (LAW) NOTED - UNSAFE RELEASE,,,,,,40,2025,1
2025-03-16 05:30:50,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,41,2025,1
2025-03-16 05:31:01,Other,FIA STEWARDS: INCIDENT INVOLVING CARS 5 (BOR) AND 30 (LAW) UNDER INVESTIGATION - UNSAFE RELEASE,,,,,,41,2025,1
2025-03-16 05:32:25,Flag,TRACK CLEAR,,CLEAR,Track,,,41,2025,1
2025-03-16 05:34:05,Drs,DRS ENABLED,ENABLED,,,,,43,2025,1
2025-03-16 05:35:17,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 5 (BOR) - UNSAFE RELEASE,,,,,,43,2025,1
2025-03-16 05:36:48,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,,44,2025,1
2025-03-16 05:37:14,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 18,,,,,,45,2025,1
2025-03-16 05:37:35,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,45,2025,1
2025-03-16 05:37:37,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,45,2025,1
2025-03-16 05:38:12,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,45,2025,1
2025-03-16 05:38:13,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,45,2025,1
2025-03-16 05:38:34,Other,CAR 81 (PIA) LAP DELETED - TRACK LIMITS AT TURN 12 LAP 44 16:36:38,,,,,,46,2025,1
2025-03-16 05:38:45,Other,CAR 4 (NOR) TIME 1:45.587 DELETED - TRACK LIMITS AT TURN 12 LAP 44 16:36:36,,,,,,46,2025,1
2025-03-16 05:38:57,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:38:56,,BLUE,Driver,,87,46,2025,1
2025-03-16 05:39:06,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:39:06,,BLUE,Driver,,87,46,2025,1
2025-03-16 05:40:09,Flag,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:40:09,,BLUE,Driver,,81,46,2025,1
2025-03-16 05:40:26,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:40:25,,BLUE,Driver,,87,47,2025,1
2025-03-16 05:40:33,Flag,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:40:33,,BLUE,Driver,,81,47,2025,1
2025-03-16 05:40:37,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,47,2025,1
2025-03-16 05:40:41,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,47,2025,1
2025-03-16 05:40:42,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,47,2025,1
2025-03-16 05:40:45,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,,47,2025,1
2025-03-16 05:40:54,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,47,2025,1
2025-03-16 05:40:55,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,47,2025,1
2025-03-16 05:40:56,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,47,2025,1
2025-03-16 05:41:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,47,2025,1
2025-03-16 05:41:02,Other,DRS DISABLED IN ZONE 3,,,,,,47,2025,1
2025-03-16 05:41:06,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,47,2025,1
2025-03-16 05:42:48,Other,CAR 22 (TSU) TIME 1:35.983 DELETED - TRACK LIMITS AT TURN 12 LAP 45 16:38:17,,,,,,48,2025,1
2025-03-16 05:45:02,Other,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 5 (BOR) - UNSAFE RELEASE,,,,,,49,2025,1
2025-03-16 05:46:32,Other,CAR 22 (TSU) TIME 2:33.312 DELETED - TRACK LIMITS AT TURN 4 LAP 47 16:40:53,,,,,,49,2025,1
2025-03-16 05:46:48,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,49,2025,1
2025-03-16 05:47:00,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,50,2025,1
2025-03-16 05:47:04,Other,LAPPED CAR MAY NOW OVERTAKE THE SAFETY CAR: 87,,,,,,50,2025,1
2025-03-16 05:49:42,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,51,2025,1
2025-03-16 05:51:17,Flag,TRACK CLEAR,,CLEAR,Track,,,51,2025,1
2025-03-16 05:55:31,Drs,DRS ENABLED,ENABLED,,,,,54,2025,1
2025-03-16 05:58:19,Other,CAR 10 (GAS) TIME 1:34.967 DELETED - TRACK LIMITS AT TURN 1 LAP 54 16:54:53,,,,,,56,2025,1
2025-03-16 05:58:32,Other,INCIDENT INVOLVING CAR 12 (ANT) NOTED - UNSAFE RELEASE,,,,,,56,2025,1
2025-03-16 05:59:02,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 12 (ANT) UNDER INVESTIGATION - UNSAFE RELEASE,,,,,,56,2025,1
2025-03-16 05:59:50,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 12 (ANT) - UNSAFE RELEASE,,,,,,57,2025,1
2025-03-16 06:00:29,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,57,2025,1
2025-03-23 06:20:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2025,2
2025-03-23 06:24:15,Other,INCIDENT INVOLVING CAR 5 (BOR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:25:50,Other,INCIDENT INVOLVING CAR 23 (ALB) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:28:10,Other,INCIDENT INVOLVING CAR 22 (TSU) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:30:01,Other,PIT EXIT CLOSED,,,,,,1,2025,2
2025-03-23 06:32:39,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,1,2025,2
2025-03-23 06:32:40,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,1,2025,2
2025-03-23 06:32:53,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,1,2025,2
2025-03-23 06:32:54,Other,DRS DISABLED IN ZONE 2,,,,,,1,2025,2
2025-03-23 06:33:03,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,1,2025,2
2025-03-23 06:33:03,Other,DRS ENABLED IN ZONE 2,,,,,,1,2025,2
2025-03-23 06:33:38,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 5 (BOR) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:33:46,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:33:52,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 22 (TSU) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:34:34,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,1,2025,2
2025-03-23 06:34:55,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,1,2025,2
2025-03-23 06:34:59,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,1,2025,2
2025-03-23 06:36:38,Other,INCIDENT INVOLVING CAR 27 (HUL) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:37:40,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,,1,2025,2
2025-03-23 06:45:19,Other,RISK OF RAIN FOR F1 RACE IS 10%,,,,,,1,2025,2
2025-03-23 06:57:03,Drs,DRS DISABLED,DISABLED,,,,,1,2025,2
2025-03-23 07:03:39,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2025,2
2025-03-23 07:04:30,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,1,2025,2
2025-03-23 07:04:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,1,2025,2
2025-03-23 07:04:39,Flag,YELLOW IN TRACK SECTOR 10,,YELLOW,Sector,10.0,,1,2025,2
2025-03-23 07:04:41,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,1,2025,2
2025-03-23 07:04:42,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,1,2025,2
2025-03-23 07:04:43,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,1,2025,2
2025-03-23 07:04:46,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,1,2025,2
2025-03-23 07:04:49,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,1,2025,2
2025-03-23 07:04:51,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,1,2025,2
2025-03-23 07:05:26,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,,,,,,2,2025,2
2025-03-23 07:05:33,Drs,DRS ENABLED,ENABLED,,,,,2,2025,2
2025-03-23 07:07:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,3,2025,2
2025-03-23 07:07:26,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,3,2025,2
2025-03-23 07:07:57,Other,CAR 5 (BOR) LAP DELETED - TRACK LIMITS AT TURN 8 LAP 1 15:04:30,,,,,,3,2025,2
2025-03-23 07:13:03,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,6,2025,2
2025-03-23 07:13:09,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,6,2025,2
2025-03-23 07:13:55,Other,CAR 6 (HAD) LAP DELETED - TRACK LIMITS AT TURN 10 LAP 1 15:04:33,,,,,,7,2025,2
2025-03-23 07:35:41,Other,CAR 22 (TSU) TIME 1:39.932 DELETED - TRACK LIMITS AT TURN 14 LAP 16 15:30:17,,,,,,20,2025,2
2025-03-23 08:19:53,Other,TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 6 (HAD) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,47,2025,2
2025-03-23 08:20:50,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:20:49,,BLUE,Driver,,22,48,2025,2
2025-03-23 08:21:24,Other,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 7 (DOO) AND 6 (HAD) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,48,2025,2
2025-03-23 08:22:37,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:22:36,,BLUE,Driver,,27,49,2025,2
2025-03-23 08:24:11,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:24:10,,BLUE,Driver,,27,50,2025,2
2025-03-23 08:24:22,Other,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 7 (DOO) - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,50,2025,2
2025-03-23 08:24:33,Other,CAR 7 (DOO) TIME 1:38.345 DELETED - TRACK LIMITS AT TURN 14 LAP 45 16:17:53,,,,,,50,2025,2
2025-03-23 08:24:35,Other,CAR 6 (HAD) TIME 1:38.600 DELETED - TRACK LIMITS AT TURN 14 LAP 45 16:17:53,,,,,,50,2025,2
2025-03-23 08:26:04,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:26:03,,BLUE,Driver,,5,51,2025,2
2025-03-23 08:26:38,Other,TURN 1 INCIDENT INVOLVING CAR 7 (DOO) NOTED - MOVING UNDER BRAKING,,,,,,52,2025,2
2025-03-23 08:27:22,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:27:22,,BLUE,Driver,,5,52,2025,2
2025-03-23 08:29:53,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:29:52,,BLUE,Driver,,27,54,2025,2
2025-03-23 08:32:57,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:32:57,,BLUE,Driver,,27,56,2025,2
2025-03-23 08:33:14,Other,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CAR 7 (DOO) REVIEWED NO FURTHER INVESTIGATION - MOVING UNDER BRAKING,,,,,,56,2025,2
2025-03-23 08:34:33,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,56,2025,2
2025-03-23 08:34:36,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:34:35,,BLUE,Driver,,5,56,2025,2
2025-04-06 04:20:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2025,3
2025-04-06 04:30:00,Other,PIT EXIT CLOSED,,,,,,1,2025,3
2025-04-06 04:45:14,Other,RISK OF RAIN FOR F1 RACE IS 20%,,,,,,1,2025,3
2025-04-06 04:57:06,Drs,DRS DISABLED,DISABLED,,,,,1,2025,3
2025-04-06 05:03:47,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2025,3
2025-04-06 05:05:35,Drs,DRS ENABLED,ENABLED,,,,,2,2025,3
2025-04-06 05:08:16,Other,CAR 12 (ANT) TIME 1:34.531 DELETED - TRACK LIMITS AT TURN 17 LAP 2 14:06:57,,,,,,3,2025,3
2025-04-06 05:29:55,Other,CAR 55 (SAI) TIME 1:34.451 DELETED - TRACK LIMITS AT TURN 17 LAP 15 14:27:34,,,,,,17,2025,3
2025-04-06 05:31:49,Other,TURN 17 INCIDENT INVOLVING CARS 55 (SAI) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,18,2025,3
2025-04-06 05:35:26,Other,FIA STEWARDS: TURN 17 INCIDENT INVOLVING CAR 55 (SAI) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,21,2025,3
2025-04-06 05:42:02,Other,PIT EXIT INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) NOTED,,,,,,25,2025,3
2025-04-06 05:43:05,Other,FIA STEWARDS: PIT EXIT INCIDENT INVOLVING CARS 1 (VER) AND 4 (NOR) REVIEWED NO FURTHER INVESTIGATION,,,,,,26,2025,3
2025-04-06 05:45:15,Other,CAR 55 (SAI) TIME 1:33.932 DELETED - TRACK LIMITS AT TURN 17 LAP 25 14:43:19,,,,,,27,2025,3
2025-04-06 05:45:28,Other,TURN 17 INCIDENT INVOLVING CAR 55 (SAI) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,27,2025,3
2025-04-06 05:47:54,Other,FIA STEWARDS: TURN 17 INCIDENT INVOLVING CAR 55 (SAI) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,29,2025,3
2025-04-06 05:48:23,Other,CAR 22 (TSU) TIME 1:33.745 DELETED - TRACK LIMITS AT TURN 17 LAP 26 14:45:10,,,,,,29,2025,3
2025-04-06 05:57:07,Other,CAR 63 (RUS) TIME 1:32.080 DELETED - TRACK LIMITS AT TURN 17 LAP 33 14:55:29,,,,,,35,2025,3
2025-04-06 06:13:43,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:13:43,,BLUE,Driver,,18,45,2025,3
2025-04-06 06:13:51,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:13:50,,BLUE,Driver,,18,46,2025,3
2025-04-06 06:18:15,Other,CAR 12 (ANT) TIME 1:31.238 DELETED - TRACK LIMITS AT TURN 17 LAP 47 15:16:58,,,,,,48,2025,3
2025-04-06 06:25:53,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,53,2025,3
2025-04-06 06:26:13,Other,CAR 4 (NOR) TIME 1:31.423 DELETED - TRACK LIMITS AT TURN 17 LAP 53 15:25:48,,,,,,53,2025,3
2025-04-06 06:29:16,Other,CAR 10 (GAS) TIME 1:33.169 DELETED - TRACK LIMITS AT TURN 17 LAP 53 15:26:48,,,,,,53,2025,3
2025-04-13 14:20:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2025,4
2025-04-13 14:30:01,Other,PIT EXIT CLOSED,,,,,,1,2025,4
2025-04-13 14:45:06,Other,RISK OF RAIN FOR F1 RACE IS 0%,,,,,,1,2025,4
2025-04-13 14:57:04,Drs,DRS DISABLED,DISABLED,,,,,1,2025,4
2025-04-13 15:03:49,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2025,4
2025-04-13 15:05:28,Drs,DRS ENABLED,ENABLED,,,,,2,2025,4
2025-04-13 15:06:27,Other,CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 7 LAP 1 18:04:28,,,,,,2,2025,4
2025-04-13 15:07:50,Other,INCIDENT INVOLVING CAR 4 (NOR) NOTED - FALSE START - OUT OF POSITION,,,,,,3,2025,4
