Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap,Year,RoundNumber
2024-03-02 15:22:00.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:21:59,,BLUE,Driver,,2,12.0,2024,1
2024-03-02 15:25:12.000,Other,CAR 22 (TSU) TIME 1:38.912 DELETED - TRACK LIMITS AT TURN 4 LAP 10 18:19:02,,,,,,14.0,2024,1
2024-03-02 15:26:23.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:26:22,,BLUE,Driver,,2,15.0,2024,1
2024-03-02 15:27:01.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:27:01,,BLUE,Driver,,2,15.0,2024,1
2024-03-02 15:30:07.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:30:07,,BLUE,Driver,,2,17.0,2024,1
2024-03-02 15:30:29.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:30:28,,BLUE,Driver,,2,17.0,2024,1
2024-03-02 15:33:06.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:33:06,,BLUE,Driver,,2,18.0,2024,1
2024-03-02 15:44:23.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:44:22,,BLUE,Driver,,2,26.0,2024,1
2024-03-02 15:50:26.000,Other,CAR 22 (TSU) TIME 1:38.083 DELETED - TRACK LIMITS AT TURN 13 LAP 27 18:48:03,,,,,,29.0,2024,1
2024-03-02 15:50:40.000,Other,CAR 44 (HAM) TIME 1:37.201 DELETED - TRACK LIMITS AT TURN 10 LAP 27 18:47:21,,,,,,29.0,2024,1
2024-03-02 15:52:26.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:52:25,,BLUE,Driver,,2,31.0,2024,1
2024-03-02 15:52:57.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 18:52:56,,BLUE,Driver,,2,31.0,2024,1
2024-03-02 15:58:08.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 18:58:08,,BLUE,Driver,,77,34.0,2024,1
2024-03-02 15:59:32.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 18:59:32,,BLUE,Driver,,77,35.0,2024,1
2024-03-02 16:03:28.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 19:03:27,,BLUE,Driver,,77,37.0,2024,1
2024-03-02 16:05:43.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 19:05:43,,BLUE,Driver,,77,39.0,2024,1
2024-03-02 16:06:10.000,Other,CAR 81 (PIA) TIME 1:34.774 DELETED - TRACK LIMITS AT TURN 15 LAP 37 19:04:27,,,,,,39.0,2024,1
2024-03-02 16:06:11.000,Other,CAR 81 (PIA) TIME 1:35.298 DELETED - TRACK LIMITS AT TURN 15 (NEXT LAP),,,,,,39.0,2024,1
2024-03-02 16:11:56.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 19:11:55,,BLUE,Driver,,2,43.0,2024,1
2024-03-02 16:14:50.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 19:14:49,,BLUE,Driver,,10,44.0,2024,1
2024-03-02 16:17:03.000,Other,CAR 10 (GAS) TIME 1:56.481 DELETED - TRACK LIMITS AT TURN 4 LAP 44 19:15:47,,,,,,46.0,2024,1
2024-03-02 16:17:07.000,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 19:17:07,,BLUE,Driver,,31,46.0,2024,1
2024-03-02 16:18:39.000,Other,CAR 63 (RUS) TIME 1:36.657 DELETED - TRACK LIMITS AT TURN 10 LAP 46 19:17:53,,,,,,47.0,2024,1
2024-03-02 16:19:06.000,Other,CAR 1 (VER) TIME 1:34.193 DELETED - TRACK LIMITS AT TURN 4 LAP 46 19:16:58,,,,,,47.0,2024,1
2024-03-02 16:20:49.000,Other,CAR 44 (HAM) TIME 1:35.226 DELETED - TRACK LIMITS AT TURN 4 LAP 47 19:19:13,,,,,,48.0,2024,1
2024-03-02 16:21:42.000,Other,CAR 23 (ALB) TIME 1:36.026 DELETED - TRACK LIMITS AT TURN 4 LAP 47 19:20:01,,,,,,49.0,2024,1
2024-03-02 16:23:03.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 19:23:03,,BLUE,Driver,,2,50.0,2024,1
2024-03-02 16:23:49.000,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 19:23:48,,BLUE,Driver,,23,50.0,2024,1
2024-03-02 16:24:32.000,Other,CAR 23 (ALB) TIME 1:37.102 DELETED - TRACK LIMITS AT TURN 10 LAP 49 19:23:50,,,,,,51.0,2024,1
2024-03-02 16:25:15.000,Other,CAR 81 (PIA) TIME 1:35.984 DELETED - TRACK LIMITS AT TURN 4 LAP 50 19:24:04,,,,,,51.0,2024,1
2024-03-02 16:28:06.000,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 19:28:05,,BLUE,Driver,,22,53.0,2024,1
2024-03-02 16:28:24.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 19:28:24,,BLUE,Driver,,3,53.0,2024,1
2024-03-02 16:28:42.000,Other,CAR 3 (RIC) TIME 1:37.103 DELETED - TRACK LIMITS AT TURN 13 LAP 51 19:27:11,,,,,,53.0,2024,1
2024-03-02 16:28:44.000,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 19:28:44,,BLUE,Driver,,31,53.0,2024,1
2024-03-02 16:29:34.000,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:29:33,,BLUE,Driver,,20,54.0,2024,1
2024-03-02 16:30:56.000,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 19:30:55,,BLUE,Driver,,24,55.0,2024,1
2024-03-02 16:31:05.000,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 19:31:05,,BLUE,Driver,,31,55.0,2024,1
2024-03-02 16:31:18.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 19:31:17,,BLUE,Driver,,77,55.0,2024,1
2024-03-02 16:32:42.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 19:32:41,,BLUE,Driver,,2,56.0,2024,1
2024-03-02 16:34:12.000,Other,CAR 3 (RIC) TIME 1:37.375 DELETED - TRACK LIMITS AT TURN 4 LAP 55 19:32:49,,,,,,57.0,2024,1
2024-03-02 16:34:28.000,Other,CAR 10 (GAS) TIME 1:35.908 DELETED - TRACK LIMITS AT TURN 4 LAP 55 19:33:15,,,,,,57.0,2024,1
2024-03-02 16:35:26.000,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,57.0,2024,1
2024-03-02 16:35:53.000,Other,CAR 3 (RIC) TIME 1:37.662 DELETED - TRACK LIMITS AT TURN 4 LAP 56 19:34:27,,,,,,57.0,2024,1
2024-03-02 16:36:01.000,Flag,BLACK AND WHITE FLAG FOR CAR 3 (RIC) - TRACK LIMITS,,BLACK AND WHITE,Driver,,3,57.0,2024,1
2024-03-02 16:38:38.000,Other,CAR 4 (NOR) TIME 1:35.976 DELETED - TRACK LIMITS AT TURN 13 LAP 56 19:34:20,,,,,,57.0,2024,1
2024-03-09 16:05:03.000,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,1.0,2024,2
2024-03-09 16:09:22.000,Other,DRS ENABLED IN ZONE 1,,,,,,1.0,2024,2
2024-03-09 16:09:30.000,Other,DRS ENABLED IN ZONE 3,,,,,,1.0,2024,2
2024-03-09 16:09:50.000,Other,DRS ENABLED IN ZONE 2,,,,,,1.0,2024,2
2024-03-09 16:09:55.000,Other,DRS DISABLED IN ZONE 1,,,,,,1.0,2024,2
2024-03-09 16:13:01.000,Other,DRS ENABLED IN ZONE 1,,,,,,1.0,2024,2
2024-03-09 16:20:00.000,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2024,2
2024-03-09 16:22:02.000,Other,PIT LANE INCIDENT INVOLVING CARS 22 (TSU) AND 4 (NOR) NOTED - UNSAFE RELEASE,,,,,,1.0,2024,2
2024-03-09 16:30:00.000,Other,PIT EXIT CLOSED,,,,,,1.0,2024,2
2024-03-09 16:45:15.000,Other,RISK OF RAIN FOR F1 RACE IS 0%,,,,,,1.0,2024,2
2024-03-09 16:57:06.000,Drs,DRS DISABLED,DISABLED,,,,,1.0,2024,2
2024-03-09 17:03:59.000,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2024,2
2024-03-09 17:04:53.000,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 22 (TSU) AND 4 (NOR) WILL BE INVESTIGATED AFTER THE RACE - UNSAFE RELEASE,,,,,,1.0,2024,2
2024-03-09 17:05:39.000,Drs,DRS ENABLED,ENABLED,,,,,2.0,2024,2
2024-03-09 17:10:44.000,Other,CAR 27 (HUL) TIME 1:37.836 DELETED - TRACK LIMITS AT TURN 2 LAP 2 20:05:53,,,,,,5.0,2024,2
2024-03-09 17:13:31.000,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,7.0,2024,2
2024-03-09 17:13:32.000,Other,DRS DISABLED IN ZONE 1,,,,,,7.0,2024,2
2024-03-09 17:13:48.000,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,7.0,2024,2
2024-03-09 17:13:50.000,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,7.0,2024,2
2024-03-09 17:13:54.000,CarEvent,CAR 18 (STR) STOPPED AT TURN 23,,,,,18,7.0,2024,2
2024-03-09 17:14:05.000,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,7.0,2024,2
2024-03-09 17:16:29.000,Other,RECOVERY VEHICLE ON TRACK AT TURN 22,,,,,,8.0,2024,2
2024-03-09 17:19:35.000,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,9.0,2024,2
2024-03-09 17:19:38.000,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,9.0,2024,2
2024-03-09 17:19:41.000,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,9.0,2024,2
2024-03-09 17:20:12.000,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,9.0,2024,2
2024-03-09 17:20:51.000,Flag,TRACK CLEAR,,CLEAR,Track,,,9.0,2024,2
2024-03-09 17:23:03.000,Drs,DRS ENABLED,ENABLED,,,,,11.0,2024,2
2024-03-09 17:23:39.000,Other,PIT LANE INCIDENT INVOLVING CARS 11 (PER) AND 14 (ALO) NOTED - UNSAFE RELEASE,,,,,,11.0,2024,2
2024-03-09 17:24:06.000,Other,INCIDENT INVOLVING CAR 4 (NOR) NOTED - INCORRECT STARTING LOCATION,,,,,,11.0,2024,2
2024-03-09 17:24:22.000,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 11 (PER) AND 14 (ALO) UNDER INVESTIGATION - UNSAFE RELEASE,,,,,,11.0,2024,2
2024-03-09 17:25:30.000,Other,CORRECTION: INCIDENT INVOLVING CAR 4 (NOR) NOTED - JUMP START,,,,,,12.0,2024,2
2024-03-09 17:26:05.000,Other,TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 23 (ALB) NOTED - CAUSING A COLLISION,,,,,,13.0,2024,2
2024-03-09 17:26:32.000,Other,CAR 20 (MAG) TIME 1:39.463 DELETED - TRACK LIMITS AT TURN 4 LAP 10 20:21:41,,,,,,13.0,2024,2
2024-03-09 17:26:33.000,Other,CAR 23 (ALB) TIME 1:40.318 DELETED - TRACK LIMITS AT TURN 4 LAP 10 20:21:41,,,,,,13.0,2024,2
2024-03-09 17:27:17.000,Other,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 23 (ALB) UNDER INVESTIGATION - CAUSING A COLLISION,,,,,,13.0,2024,2
2024-03-09 17:28:08.000,Other,FIA STEWARDS: CORRECTION: INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION - JUMP START,,,,,,14.0,2024,2
2024-03-09 17:28:31.000,Other,FIA STEWARDS: CORRECTION: INCIDENT INVOLVING CAR 4 (NOR) NO FURTHER ACTION - JUMP START,,,,,,14.0,2024,2
2024-03-09 17:30:21.000,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 11 (PER) - UNSAFE RELEASE,,,,,,15.0,2024,2
2024-03-09 17:31:11.000,Other,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 20 (MAG) - CAUSING A COLLISION,,,,,,16.0,2024,2
2024-03-09 17:34:36.000,Other,CAR 81 (PIA) TIME 1:35.057 DELETED - TRACK LIMITS AT TURN 2 LAP 17 20:32:30,,,,,,18.0,2024,2
2024-03-09 17:35:39.000,Other,CAR 20 (MAG) TIME 1:36.100 DELETED - TRACK LIMITS AT TURN 23 LAP 16 20:32:17,,,,,,19.0,2024,2
2024-03-09 17:36:55.000,Other,TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 22 (TSU) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,20.0,2024,2
2024-03-09 17:38:53.000,Other,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 22 (TSU) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,21.0,2024,2
2024-03-09 17:39:01.000,Other,CAR 20 (MAG) TIME 1:36.621 DELETED - TRACK LIMITS AT TURN 5 LAP 17 20:32:54,,,,,,21.0,2024,2
2024-03-09 17:39:14.000,Other,CAR 4 (NOR) TIME 1:35.607 DELETED - TRACK LIMITS AT TURN 23 LAP 18 20:35:09,,,,,,21.0,2024,2
2024-03-09 17:40:04.000,Other,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 20 (MAG) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,22.0,2024,2
2024-03-09 17:42:11.000,Other,CAR 23 (ALB) TIME 1:36.016 DELETED - TRACK LIMITS AT TURN 2 LAP 22 20:40:41,,,,,,23.0,2024,2
2024-03-09 17:45:25.000,Other,CAR 77 (BOT) TIME 1:36.251 DELETED - TRACK LIMITS AT PIT ENTRY LAP 23 20:43:50,,,,,,25.0,2024,2
2024-03-09 17:54:04.000,Other,CAR 22 (TSU) TIME 1:36.731 DELETED - TRACK LIMITS AT TURN 2 LAP 29 20:51:55,,,,,,31.0,2024,2
2024-03-09 17:57:12.000,Other,CAR 1 (VER) TIME 1:32.752 DELETED - TRACK LIMITS AT TURN 23 LAP 29 20:52:04,,,,,,33.0,2024,2
2024-03-09 18:02:09.000,Other,CAR 81 (PIA) TIME 1:34.118 DELETED - TRACK LIMITS AT TURN 2 LAP 35 21:00:39,,,,,,36.0,2024,2
2024-03-09 18:02:56.000,Other,CAR 23 (ALB) TIME 1:35.050 DELETED - TRACK LIMITS AT TURN 2 LAP 35 21:01:27,,,,,,36.0,2024,2
2024-03-09 18:09:09.000,Other,INCIDENT INVOLVING CAR 4 (NOR) NOTED - WEAVING ON STRAIGHT,,,,,,40.0,2024,2
2024-03-09 18:10:32.000,Flag,BLACK AND WHITE FLAG FOR CAR 4 (NOR) - WEAVING ON STRAIGHT,,BLACK AND WHITE,Driver,,4,41.0,2024,2
2024-03-09 18:12:25.000,Other,CAR 3 (RIC) TIME 1:34.574 DELETED - TRACK LIMITS AT TURN 4 LAP 41 21:11:04,,,,,,43.0,2024,2
2024-03-09 18:12:27.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 21:12:27,,BLUE,Driver,,3,43.0,2024,2
2024-03-09 18:15:57.000,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 21:15:57,,BLUE,Driver,,2,45.0,2024,2
2024-03-09 18:16:17.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:16:17,,BLUE,Driver,,77,45.0,2024,2
2024-03-09 18:18:03.000,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 21:18:03,,BLUE,Driver,,22,46.0,2024,2
2024-03-09 18:20:58.000,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 21:20:58,,BLUE,Driver,,31,48.0,2024,2
2024-03-09 18:21:54.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 21:21:53,,BLUE,Driver,,3,49.0,2024,2
2024-03-09 18:22:17.000,Other,CAR 63 (RUS) TIME 1:32.880 DELETED - TRACK LIMITS AT TURN 2 LAP 48 21:20:50,,,,,,49.0,2024,2
2024-03-09 18:23:03.000,Other,CAR 20 (MAG) TIME 1:33.474 DELETED - TRACK LIMITS AT TURN 4 LAP 48 21:21:45,,,,,,49.0,2024,2
2024-03-09 18:24:12.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 21:24:11,,BLUE,Driver,,3,50.0,2024,2
2024-03-09 18:24:41.000,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,50.0,2024,2
2024-03-24 03:05:38.000,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,1.0,2024,3
2024-03-24 03:20:01.000,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2024,3
2024-03-24 03:30:01.000,Other,PIT EXIT CLOSED,,,,,,1.0,2024,3
2024-03-24 03:45:10.000,Other,RISK OF RAIN FOR F1 RACE IS 0 %,,,,,,1.0,2024,3
2024-03-24 03:57:06.000,Drs,DRS DISABLED,DISABLED,,,,,1.0,2024,3
2024-03-24 04:03:12.000,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2024,3
2024-03-24 04:04:44.000,Drs,DRS ENABLED,ENABLED,,,,,2.0,2024,3
2024-03-24 04:17:56.000,Other,CAR 44 (HAM) TIME 1:24.295 DELETED - TRACK LIMITS AT TURN 2 LAP 10 15:16:17,,,,,,11.0,2024,3
2024-03-24 04:26:08.000,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,17.0,2024,3
2024-03-24 04:26:08.000,Other,DRS DISABLED IN ZONE 2,,,,,,17.0,2024,3
2024-03-24 04:26:24.000,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,17.0,2024,3
2024-03-24 04:26:45.000,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,17.0,2024,3
2024-03-24 04:27:11.000,CarEvent,CAR 44 (HAM) STOPPED AT TURN 10,,,,,44,17.0,2024,3
2024-03-24 04:27:29.000,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,18.0,2024,3
2024-03-24 04:27:36.000,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,18.0,2024,3
2024-03-24 04:27:43.000,Flag,TRACK CLEAR,,CLEAR,Track,,,18.0,2024,3
2024-03-24 04:27:45.000,Drs,DRS ENABLED,ENABLED,,,,,18.0,2024,3
2024-03-24 04:53:11.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:53:11,,BLUE,Driver,,3,37.0,2024,3
2024-03-24 04:53:20.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:53:20,,BLUE,Driver,,3,37.0,2024,3
2024-03-24 04:54:02.000,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:54:01,,BLUE,Driver,,31,37.0,2024,3
2024-03-24 05:00:40.000,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:00:40,,BLUE,Driver,,24,42.0,2024,3
2024-03-24 05:00:53.000,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:00:53,,BLUE,Driver,,24,42.0,2024,3
2024-03-24 05:01:34.000,Other,CAR 10 (GAS) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 41 15:59:59,,,,,,42.0,2024,3
2024-03-24 05:01:44.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:01:43,,BLUE,Driver,,10,43.0,2024,3
2024-03-24 05:02:17.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:02:17,,BLUE,Driver,,77,43.0,2024,3
2024-03-24 05:02:50.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:02:50,,BLUE,Driver,,10,43.0,2024,3
2024-03-24 05:03:03.000,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:03:03,,BLUE,Driver,,24,44.0,2024,3
2024-03-24 05:03:09.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:03:09,,BLUE,Driver,,10,44.0,2024,3
2024-03-24 05:03:14.000,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:03:13,,BLUE,Driver,,24,44.0,2024,3
2024-03-24 05:03:15.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:03:15,,BLUE,Driver,,10,44.0,2024,3
2024-03-24 05:03:56.000,Other,INCIDENT INVOLVING CAR 77 (BOT) NOTED - PIT LANE INFRINGEMENT,,,,,,44.0,2024,3
2024-03-24 05:04:24.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:04:23,,BLUE,Driver,,77,45.0,2024,3
2024-03-24 05:05:02.000,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 77 (BOT) WILL BE INVESTIGATED AFTER THE RACE - PIT LANE INFRINGEMENT,,,,,,45.0,2024,3
2024-03-24 05:05:17.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:05:17,,BLUE,Driver,,10,45.0,2024,3
2024-03-24 05:05:30.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:05:30,,BLUE,Driver,,10,45.0,2024,3
2024-03-24 05:05:39.000,Other,INCIDENT INVOLVING CAR 10 (GAS) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,,,,,,45.0,2024,3
2024-03-24 05:06:03.000,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:06:02,,BLUE,Driver,,31,46.0,2024,3
2024-03-24 05:06:04.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:06:04,,BLUE,Driver,,10,46.0,2024,3
2024-03-24 05:07:59.000,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:07:59,,BLUE,Driver,,31,47.0,2024,3
2024-03-24 05:08:08.000,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,,,,,,47.0,2024,3
2024-03-24 05:09:10.000,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,,,,,,48.0,2024,3
2024-03-24 05:09:54.000,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:09:54,,BLUE,Driver,,24,49.0,2024,3
2024-03-24 05:10:11.000,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:10:10,,BLUE,Driver,,24,49.0,2024,3
2024-03-24 05:12:55.000,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:12:54,,BLUE,Driver,,77,51.0,2024,3
2024-03-24 05:17:03.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:17:03,,BLUE,Driver,,3,54.0,2024,3
2024-03-24 05:17:18.000,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:17:17,,BLUE,Driver,,3,54.0,2024,3
2024-03-24 05:17:33.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:17:33,,BLUE,Driver,,10,54.0,2024,3
2024-03-24 05:17:48.000,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:17:48,,BLUE,Driver,,10,55.0,2024,3
