Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Season,Round,EventName
0 days 01:37:03.599000,22.8,37.0,1010.4,False,27.6,29,0.3,2022,1,Bahrain Grand Prix
0 days 01:38:03.595000,22.8,37.0,1010.4,False,27.5,18,0.3,2022,1,Bahrain Grand Prix
0 days 01:39:03.596000,22.8,37.0,1010.4,False,27.5,0,0.4,2022,1,Bahrain Grand Prix
0 days 01:40:03.595000,22.8,36.0,1010.5,False,27.5,7,0.3,2022,1,Bahrain Grand Prix
0 days 01:41:03.596000,22.8,36.0,1010.5,False,27.5,40,0.2,2022,1,Bahrain Grand Prix
0 days 01:42:03.594000,22.8,36.0,1010.4,False,27.5,48,0.4,2022,1,Bahrain Grand Prix
0 days 01:43:03.598000,22.8,36.0,1010.5,False,27.4,0,0.2,2022,1,Bahrain Grand Prix
0 days 01:44:03.598000,22.8,36.0,1010.5,False,27.4,22,0.1,2022,1,Bahrain Grand Prix
0 days 01:45:03.595000,22.8,35.0,1010.5,False,27.5,19,0.2,2022,1,Bahrain Grand Prix
0 days 01:46:03.594000,22.8,36.0,1010.5,False,27.4,11,0.3,2022,1,Bahrain Grand Prix
0 days 01:47:03.593000,22.8,36.0,1010.4,False,27.4,66,0.2,2022,1,Bahrain Grand Prix
0 days 01:48:03.595000,22.8,36.0,1010.5,False,27.4,277,0.3,2022,1,Bahrain Grand Prix
0 days 01:49:03.599000,22.9,36.0,1010.5,False,27.4,277,0.3,2022,1,Bahrain Grand Prix
0 days 01:50:03.596000,22.9,36.0,1010.4,False,27.3,97,0.1,2022,1,Bahrain Grand Prix
0 days 01:51:03.616000,22.9,36.0,1010.4,False,27.3,6,0.2,2022,1,Bahrain Grand Prix
0 days 01:52:03.626000,22.9,36.0,1010.4,False,27.3,288,0.1,2022,1,Bahrain Grand Prix
0 days 01:53:03.644000,22.9,36.0,1010.4,False,27.1,0,0.2,2022,1,Bahrain Grand Prix
0 days 01:54:03.642000,22.8,36.0,1010.5,False,27.2,3,0.1,2022,1,Bahrain Grand Prix
0 days 01:55:03.660000,22.8,36.0,1010.5,False,27.3,57,0.1,2022,1,Bahrain Grand Prix
0 days 01:56:03.671000,22.8,36.0,1010.5,False,27.2,9,0.1,2022,1,Bahrain Grand Prix
0 days 01:57:03.690000,22.8,36.0,1010.5,False,27.2,15,0.2,2022,1,Bahrain Grand Prix
0 days 01:58:03.686000,22.8,36.0,1010.5,False,27.1,317,0.0,2022,1,Bahrain Grand Prix
0 days 01:59:03.691000,22.8,36.0,1010.5,False,27.1,0,0.2,2022,1,Bahrain Grand Prix
0 days 02:00:03.689000,22.7,36.0,1010.5,False,27.0,50,0.0,2022,1,Bahrain Grand Prix
0 days 02:01:03.704000,22.7,36.0,1010.5,False,27.0,239,0.0,2022,1,Bahrain Grand Prix
0 days 02:02:03.724000,22.8,36.0,1010.5,False,27.0,205,0.1,2022,1,Bahrain Grand Prix
0 days 02:03:03.720000,22.8,36.0,1010.5,False,27.1,49,0.1,2022,1,Bahrain Grand Prix
0 days 02:04:03.723000,22.8,36.0,1010.5,False,27.1,317,0.2,2022,1,Bahrain Grand Prix
0 days 02:05:03.718000,22.8,35.0,1010.7,False,27.0,53,0.2,2022,1,Bahrain Grand Prix
0 days 02:06:03.719000,22.8,35.0,1010.7,False,27.0,54,0.1,2022,1,Bahrain Grand Prix
0 days 02:07:03.724000,22.8,35.0,1010.5,False,27.0,62,0.1,2022,1,Bahrain Grand Prix
0 days 02:08:03.720000,22.7,36.0,1010.5,False,26.9,7,0.1,2022,1,Bahrain Grand Prix
0 days 02:09:03.721000,22.7,36.0,1010.5,False,26.8,40,0.1,2022,1,Bahrain Grand Prix
0 days 02:10:03.720000,22.7,36.0,1010.5,False,26.8,183,0.2,2022,1,Bahrain Grand Prix
0 days 02:11:03.723000,22.7,36.0,1010.5,False,26.9,164,0.2,2022,1,Bahrain Grand Prix
0 days 02:12:03.722000,22.7,36.0,1010.5,False,26.9,195,0.1,2022,1,Bahrain Grand Prix
0 days 02:13:03.721000,22.7,36.0,1010.5,False,27.0,186,0.1,2022,1,Bahrain Grand Prix
0 days 02:14:03.731000,22.7,36.0,1010.5,False,26.9,0,0.3,2022,1,Bahrain Grand Prix
0 days 02:15:03.721000,22.7,36.0,1010.5,False,26.7,0,0.2,2022,1,Bahrain Grand Prix
0 days 02:16:03.738000,22.7,36.0,1010.5,False,26.7,247,0.2,2022,1,Bahrain Grand Prix
0 days 02:17:03.726000,22.7,36.0,1010.5,False,26.7,56,0.1,2022,1,Bahrain Grand Prix
0 days 02:18:03.721000,22.7,36.0,1010.5,False,26.7,0,0.1,2022,1,Bahrain Grand Prix
0 days 02:19:03.721000,22.7,36.0,1010.5,False,26.6,264,0.1,2022,1,Bahrain Grand Prix
0 days 02:20:03.725000,22.7,37.0,1010.5,False,26.6,359,0.1,2022,1,Bahrain Grand Prix
0 days 02:21:03.753000,22.7,36.0,1010.5,False,26.6,345,0.1,2022,1,Bahrain Grand Prix
0 days 02:22:03.718000,22.6,36.0,1010.5,False,26.6,3,0.2,2022,1,Bahrain Grand Prix
0 days 02:23:03.728000,22.6,36.0,1010.5,False,26.5,352,0.1,2022,1,Bahrain Grand Prix
0 days 02:24:03.727000,22.5,36.0,1010.5,False,26.5,21,0.2,2022,1,Bahrain Grand Prix
0 days 02:25:03.720000,22.5,36.0,1010.7,False,26.5,354,0.2,2022,1,Bahrain Grand Prix
0 days 02:26:03.722000,22.4,36.0,1010.7,False,26.4,321,0.2,2022,1,Bahrain Grand Prix
0 days 02:27:03.736000,22.4,36.0,1010.7,False,26.4,320,0.2,2022,1,Bahrain Grand Prix
0 days 02:28:03.724000,22.4,36.0,1010.7,False,26.4,359,0.1,2022,1,Bahrain Grand Prix
0 days 02:29:03.718000,22.4,36.0,1010.7,False,26.5,300,0.1,2022,1,Bahrain Grand Prix
0 days 02:30:03.723000,22.4,36.0,1010.7,False,26.5,261,0.1,2022,1,Bahrain Grand Prix
0 days 02:31:03.724000,22.4,37.0,1010.7,False,26.5,0,0.0,2022,1,Bahrain Grand Prix
0 days 02:32:03.721000,22.4,36.0,1010.7,False,26.3,29,0.2,2022,1,Bahrain Grand Prix
0 days 02:33:03.720000,22.4,35.0,1010.7,False,26.4,39,0.1,2022,1,Bahrain Grand Prix
0 days 02:34:03.729000,22.4,36.0,1010.7,False,26.5,329,0.1,2022,1,Bahrain Grand Prix
0 days 02:35:03.720000,22.4,36.0,1010.7,False,26.3,186,0.1,2022,1,Bahrain Grand Prix
0 days 02:36:03.720000,22.4,36.0,1010.7,False,26.3,354,0.3,2022,1,Bahrain Grand Prix
0 days 02:37:04.457000,22.4,35.0,1010.7,False,26.3,353,0.2,2022,1,Bahrain Grand Prix
0 days 02:38:03.734000,22.3,36.0,1010.7,False,26.3,205,0.2,2022,1,Bahrain Grand Prix
0 days 02:39:03.722000,22.4,36.0,1010.7,False,26.3,243,0.3,2022,1,Bahrain Grand Prix
0 days 02:40:03.752000,22.3,36.0,1010.7,False,26.3,203,0.2,2022,1,Bahrain Grand Prix
0 days 02:41:03.740000,22.3,35.0,1010.7,False,26.3,225,0.1,2022,1,Bahrain Grand Prix
0 days 02:42:03.720000,22.3,35.0,1010.7,False,26.3,232,0.3,2022,1,Bahrain Grand Prix
0 days 02:43:03.726000,22.3,34.0,1010.7,False,26.3,166,0.2,2022,1,Bahrain Grand Prix
0 days 00:01:01.220000,25.3,64.0,1012.0,False,29.6,350,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:02:01.235000,25.3,65.0,1012.0,False,29.6,337,3.2,2022,2,Saudi Arabian Grand Prix
0 days 00:03:01.220000,25.3,65.0,1012.0,False,29.6,349,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:04:01.222000,25.3,64.0,1012.0,False,29.7,338,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:05:01.223000,25.3,64.0,1012.0,False,29.8,354,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:06:01.221000,25.3,65.0,1012.0,False,29.8,347,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:07:01.231000,25.3,64.0,1012.0,False,29.4,326,1.7,2022,2,Saudi Arabian Grand Prix
0 days 00:08:01.222000,25.3,64.0,1012.0,False,29.7,333,2.2,2022,2,Saudi Arabian Grand Prix
0 days 00:09:01.223000,25.4,64.0,1012.0,False,29.7,338,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:10:01.222000,25.4,64.0,1012.2,False,29.7,6,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:11:01.223000,25.4,64.0,1012.2,False,29.8,324,2.2,2022,2,Saudi Arabian Grand Prix
0 days 00:12:01.278000,25.4,65.0,1012.2,False,29.8,344,2.0,2022,2,Saudi Arabian Grand Prix
0 days 00:13:01.261000,25.4,64.0,1012.0,False,29.8,341,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:14:01.307000,25.3,64.0,1012.2,False,29.6,0,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:15:01.273000,25.3,64.0,1012.2,False,29.3,330,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:16:01.269000,25.3,64.0,1012.2,False,29.6,348,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:17:01.269000,25.3,64.0,1012.4,False,29.5,355,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:18:01.268000,25.3,64.0,1012.4,False,29.4,339,2.9,2022,2,Saudi Arabian Grand Prix
0 days 00:19:01.269000,25.3,64.0,1012.2,False,29.5,342,2.2,2022,2,Saudi Arabian Grand Prix
0 days 00:20:01.271000,25.3,63.0,1012.4,False,29.5,344,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:21:01.270000,25.3,63.0,1012.2,False,29.5,357,2.9,2022,2,Saudi Arabian Grand Prix
0 days 00:22:01.284000,25.3,63.0,1012.2,False,29.3,3,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:23:01.300000,25.3,63.0,1012.4,False,29.3,346,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:24:01.285000,25.5,62.0,1012.4,False,29.3,340,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:25:01.287000,25.5,62.0,1012.4,False,29.6,323,3.4,2022,2,Saudi Arabian Grand Prix
0 days 00:26:01.285000,25.6,62.0,1012.2,False,29.5,351,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:27:01.285000,25.6,61.0,1012.5,False,29.6,329,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:28:01.287000,25.6,61.0,1012.4,False,29.4,347,3.5,2022,2,Saudi Arabian Grand Prix
0 days 00:29:01.283000,25.6,61.0,1012.4,False,29.3,346,2.9,2022,2,Saudi Arabian Grand Prix
0 days 00:30:01.303000,25.5,61.0,1012.4,False,29.1,337,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:31:01.310000,25.5,61.0,1012.4,False,29.1,337,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:32:01.309000,25.4,60.0,1012.4,False,29.6,347,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:33:01.311000,25.4,60.0,1012.5,False,29.3,358,3.2,2022,2,Saudi Arabian Grand Prix
0 days 00:34:01.319000,25.5,61.0,1012.4,False,29.3,357,3.2,2022,2,Saudi Arabian Grand Prix
0 days 00:35:01.317000,25.4,61.0,1012.5,False,29.3,351,3.7,2022,2,Saudi Arabian Grand Prix
0 days 00:36:01.316000,25.4,61.0,1012.5,False,29.0,347,3.4,2022,2,Saudi Arabian Grand Prix
0 days 00:37:01.317000,25.4,62.0,1012.4,False,28.7,346,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:38:01.322000,25.4,62.0,1012.5,False,28.7,345,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:39:01.323000,25.4,62.0,1012.5,False,29.1,345,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:40:01.350000,25.4,62.0,1012.5,False,29.1,348,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:41:01.348000,25.4,62.0,1012.5,False,29.1,348,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:42:01.348000,25.3,61.0,1012.5,False,28.8,330,3.0,2022,2,Saudi Arabian Grand Prix
0 days 00:43:01.376000,25.4,61.0,1012.5,False,28.9,336,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:44:01.358000,25.4,62.0,1012.5,False,28.7,351,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:45:01.347000,25.3,61.0,1012.5,False,28.7,357,2.4,2022,2,Saudi Arabian Grand Prix
0 days 00:46:01.350000,25.3,61.0,1012.5,False,28.8,338,2.2,2022,2,Saudi Arabian Grand Prix
0 days 00:47:01.354000,25.4,61.0,1012.5,False,28.8,344,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:48:01.358000,25.4,61.0,1012.5,False,28.8,345,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:49:01.350000,25.3,61.0,1012.5,False,28.8,358,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:50:01.350000,25.3,61.0,1012.5,False,28.7,328,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:51:01.359000,25.3,61.0,1012.5,False,28.6,341,2.4,2022,2,Saudi Arabian Grand Prix
0 days 00:52:01.350000,25.4,60.0,1012.5,False,28.6,352,2.7,2022,2,Saudi Arabian Grand Prix
0 days 00:53:01.351000,25.4,61.0,1012.5,False,28.5,348,2.0,2022,2,Saudi Arabian Grand Prix
0 days 00:54:01.350000,25.3,61.0,1012.7,False,28.6,335,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:55:01.342000,25.3,60.0,1012.5,False,29.0,343,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:56:01.350000,25.3,59.0,1012.7,False,29.0,333,2.0,2022,2,Saudi Arabian Grand Prix
0 days 00:57:01.348000,25.4,59.0,1012.7,False,29.0,333,2.0,2022,2,Saudi Arabian Grand Prix
0 days 00:58:01.350000,25.4,59.0,1012.7,False,28.9,351,2.5,2022,2,Saudi Arabian Grand Prix
0 days 00:59:01.354000,25.4,58.0,1012.7,False,28.7,333,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:00:01.348000,25.3,58.0,1012.7,False,28.5,341,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:01:01.351000,25.3,58.0,1012.7,False,28.5,351,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:02:01.347000,25.3,58.0,1012.7,False,28.6,326,1.8,2022,2,Saudi Arabian Grand Prix
0 days 01:03:01.348000,25.3,58.0,1012.5,False,28.6,333,2.5,2022,2,Saudi Arabian Grand Prix
0 days 01:04:01.359000,25.4,58.0,1012.5,False,28.6,343,3.5,2022,2,Saudi Arabian Grand Prix
0 days 01:05:01.355000,25.4,58.0,1012.5,False,28.5,352,3.5,2022,2,Saudi Arabian Grand Prix
0 days 01:06:01.352000,25.4,58.0,1012.7,False,28.5,343,1.8,2022,2,Saudi Arabian Grand Prix
0 days 01:07:01.350000,25.5,58.0,1012.5,False,28.5,356,3.4,2022,2,Saudi Arabian Grand Prix
0 days 01:08:01.350000,25.5,58.0,1012.7,False,28.5,320,3.5,2022,2,Saudi Arabian Grand Prix
0 days 01:09:01.350000,25.6,58.0,1012.7,False,28.2,348,3.5,2022,2,Saudi Arabian Grand Prix
0 days 01:10:01.361000,25.6,59.0,1012.7,False,28.2,338,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:11:01.348000,25.5,59.0,1012.7,False,28.5,348,1.6,2022,2,Saudi Arabian Grand Prix
0 days 01:12:01.361000,25.5,59.0,1012.7,False,28.5,161,2.4,2022,2,Saudi Arabian Grand Prix
0 days 01:13:01.350000,25.5,60.0,1012.7,False,28.6,340,1.8,2022,2,Saudi Arabian Grand Prix
0 days 01:14:01.364000,25.6,60.0,1012.9,False,28.2,339,2.4,2022,2,Saudi Arabian Grand Prix
0 days 01:15:01.350000,25.5,61.0,1012.7,False,28.4,342,2.9,2022,2,Saudi Arabian Grand Prix
0 days 01:16:01.390000,25.5,61.0,1012.9,False,28.1,330,2.5,2022,2,Saudi Arabian Grand Prix
0 days 01:17:01.355000,25.5,61.0,1012.9,False,28.3,314,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:18:01.348000,25.5,60.0,1012.7,False,28.4,334,1.2,2022,2,Saudi Arabian Grand Prix
0 days 01:19:01.354000,25.5,60.0,1012.9,False,28.4,339,1.8,2022,2,Saudi Arabian Grand Prix
0 days 01:20:01.351000,25.5,60.0,1012.9,False,28.5,319,1.8,2022,2,Saudi Arabian Grand Prix
0 days 01:21:01.350000,25.5,59.0,1012.9,False,28.4,343,1.6,2022,2,Saudi Arabian Grand Prix
0 days 01:22:01.351000,25.5,59.0,1012.9,False,28.4,25,1.6,2022,2,Saudi Arabian Grand Prix
0 days 01:23:01.350000,25.5,59.0,1012.9,False,28.3,329,2.2,2022,2,Saudi Arabian Grand Prix
0 days 01:24:01.353000,25.5,59.0,1012.9,False,28.3,328,2.5,2022,2,Saudi Arabian Grand Prix
