Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,DeletedReason,IsAccurate,Season,Round,EventName
0 days 01:16:38.131000,TSU,22,0 days 00:01:23.977000,28.0,4.0,,,0 days 00:00:24.478000,0 days 00:00:32.421000,0 days 00:00:27.078000,276.0,175.0,288.0,317.0,False,HARD,7.0,True,AlphaTauri,1,17.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:18:02.237000,TSU,22,0 days 00:01:24.106000,29.0,4.0,,,0 days 00:00:24.847000,0 days 00:00:32.393000,0 days 00:00:26.866000,278.0,180.0,287.0,288.0,False,HARD,8.0,True,AlphaTauri,1,16.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:19:25.956000,TSU,22,0 days 00:01:23.719000,30.0,4.0,,,0 days 00:00:24.784000,0 days 00:00:32.192000,0 days 00:00:26.743000,278.0,182.0,288.0,285.0,False,HARD,9.0,True,AlphaTauri,1,16.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:20:49.435000,TSU,22,0 days 00:01:23.479000,31.0,4.0,,,0 days 00:00:24.568000,0 days 00:00:32.124000,0 days 00:00:26.787000,277.0,185.0,288.0,289.0,True,HARD,10.0,True,AlphaTauri,1,16.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:22:13.021000,TSU,22,0 days 00:01:23.586000,32.0,4.0,,,0 days 00:00:24.598000,0 days 00:00:32.157000,0 days 00:00:26.831000,277.0,183.0,289.0,287.0,False,HARD,11.0,True,AlphaTauri,1,16.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:23:36.374000,TSU,22,0 days 00:01:23.353000,33.0,4.0,,,0 days 00:00:24.539000,0 days 00:00:32.029000,0 days 00:00:26.785000,277.0,185.0,289.0,289.0,True,HARD,12.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:24:59.549000,TSU,22,0 days 00:01:23.175000,34.0,4.0,,,0 days 00:00:24.396000,0 days 00:00:31.972000,0 days 00:00:26.807000,279.0,182.0,289.0,294.0,True,HARD,13.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:26:24.397000,TSU,22,0 days 00:01:24.848000,35.0,4.0,,,0 days 00:00:24.413000,0 days 00:00:32.167000,0 days 00:00:28.268000,279.0,182.0,295.0,292.0,False,HARD,14.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:27:48.322000,TSU,22,0 days 00:01:23.925000,36.0,4.0,,,0 days 00:00:24.764000,0 days 00:00:32.389000,0 days 00:00:26.772000,276.0,186.0,287.0,304.0,False,HARD,15.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:29:11.499000,TSU,22,0 days 00:01:23.177000,37.0,4.0,,,0 days 00:00:24.530000,0 days 00:00:31.900000,0 days 00:00:26.747000,277.0,182.0,288.0,293.0,False,HARD,16.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:30:35.024000,TSU,22,0 days 00:01:23.525000,38.0,4.0,,,0 days 00:00:24.714000,0 days 00:00:32.040000,0 days 00:00:26.771000,276.0,178.0,288.0,289.0,False,HARD,17.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:31:58.350000,TSU,22,0 days 00:01:23.326000,39.0,4.0,,,0 days 00:00:24.569000,0 days 00:00:31.907000,0 days 00:00:26.850000,276.0,181.0,289.0,289.0,False,HARD,18.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:33:22.043000,TSU,22,0 days 00:01:23.693000,40.0,4.0,,,0 days 00:00:24.408000,0 days 00:00:32.144000,0 days 00:00:27.141000,277.0,182.0,286.0,290.0,False,HARD,19.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:34:45.567000,TSU,22,0 days 00:01:23.524000,41.0,4.0,,,0 days 00:00:24.604000,0 days 00:00:31.960000,0 days 00:00:26.960000,276.0,181.0,288.0,292.0,False,HARD,20.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:36:08.860000,TSU,22,0 days 00:01:23.293000,42.0,4.0,,,0 days 00:00:24.494000,0 days 00:00:31.924000,0 days 00:00:26.875000,277.0,181.0,287.0,292.0,False,HARD,21.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:37:31.893000,TSU,22,0 days 00:01:23.033000,43.0,4.0,,,0 days 00:00:24.234000,0 days 00:00:31.955000,0 days 00:00:26.844000,280.0,180.0,285.0,289.0,True,HARD,22.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:38:54.687000,TSU,22,0 days 00:01:22.794000,44.0,4.0,,,0 days 00:00:24.209000,0 days 00:00:31.853000,0 days 00:00:26.732000,278.0,184.0,288.0,289.0,True,HARD,23.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:40:17.351000,TSU,22,0 days 00:01:22.664000,45.0,4.0,,,0 days 00:00:24.275000,0 days 00:00:31.759000,0 days 00:00:26.630000,278.0,184.0,286.0,291.0,True,HARD,24.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:41:40.205000,TSU,22,0 days 00:01:22.854000,46.0,4.0,,,0 days 00:00:24.396000,0 days 00:00:31.793000,0 days 00:00:26.665000,278.0,184.0,285.0,288.0,False,HARD,25.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:43:03.096000,TSU,22,0 days 00:01:22.891000,47.0,4.0,,,0 days 00:00:24.408000,0 days 00:00:31.800000,0 days 00:00:26.683000,276.0,184.0,288.0,289.0,False,HARD,26.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:44:25.937000,TSU,22,0 days 00:01:22.841000,48.0,4.0,,,0 days 00:00:24.301000,0 days 00:00:31.826000,0 days 00:00:26.714000,279.0,184.0,288.0,289.0,False,HARD,27.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:45:49.241000,TSU,22,0 days 00:01:23.304000,49.0,4.0,,,0 days 00:00:24.188000,0 days 00:00:32.103000,0 days 00:00:27.013000,280.0,178.0,288.0,293.0,False,HARD,28.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:47:12.030000,TSU,22,0 days 00:01:22.789000,50.0,4.0,,,0 days 00:00:24.196000,0 days 00:00:31.803000,0 days 00:00:26.790000,278.0,182.0,287.0,292.0,False,HARD,29.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:48:36.349000,TSU,22,0 days 00:01:24.319000,51.0,4.0,,,0 days 00:00:24.216000,0 days 00:00:31.720000,0 days 00:00:28.383000,278.0,177.0,296.0,292.0,False,HARD,30.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:49:58.805000,TSU,22,0 days 00:01:22.456000,52.0,4.0,,,0 days 00:00:23.998000,0 days 00:00:31.809000,0 days 00:00:26.649000,278.0,179.0,292.0,319.0,True,HARD,31.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:51:21.925000,TSU,22,0 days 00:01:23.120000,53.0,4.0,,,0 days 00:00:24.051000,0 days 00:00:31.996000,0 days 00:00:27.073000,279.0,171.0,288.0,296.0,False,HARD,32.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:52:52.597000,TSU,22,0 days 00:01:30.672000,54.0,4.0,,,0 days 00:00:30.698000,0 days 00:00:33.005000,0 days 00:00:26.969000,268.0,186.0,292.0,205.0,False,HARD,33.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:54:15.019000,TSU,22,0 days 00:01:22.422000,55.0,4.0,,,0 days 00:00:24.230000,0 days 00:00:31.673000,0 days 00:00:26.519000,278.0,189.0,291.0,295.0,True,HARD,34.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:55:37.493000,TSU,22,0 days 00:01:22.474000,56.0,4.0,,,0 days 00:00:24.212000,0 days 00:00:31.716000,0 days 00:00:26.546000,279.0,182.0,289.0,290.0,False,HARD,35.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:57:00.463000,TSU,22,0 days 00:01:22.970000,57.0,4.0,,,0 days 00:00:24.434000,0 days 00:00:31.870000,0 days 00:00:26.666000,278.0,180.0,288.0,291.0,False,HARD,36.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:58:22.933000,TSU,22,0 days 00:01:22.470000,58.0,4.0,,,0 days 00:00:24.222000,0 days 00:00:31.644000,0 days 00:00:26.604000,280.0,184.0,288.0,289.0,False,HARD,37.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:59:45.154000,TSU,22,0 days 00:01:22.221000,59.0,4.0,,,0 days 00:00:24.090000,0 days 00:00:31.657000,0 days 00:00:26.474000,277.0,185.0,289.0,291.0,True,HARD,38.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 02:01:07.290000,TSU,22,0 days 00:01:22.136000,60.0,4.0,,,0 days 00:00:24.200000,0 days 00:00:31.438000,0 days 00:00:26.498000,278.0,187.0,287.0,290.0,True,HARD,39.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 02:02:29.348000,TSU,22,0 days 00:01:22.058000,61.0,4.0,,,0 days 00:00:23.977000,0 days 00:00:31.589000,0 days 00:00:26.492000,280.0,183.0,288.0,289.0,True,HARD,40.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 02:03:51.781000,TSU,22,0 days 00:01:22.433000,62.0,4.0,,,0 days 00:00:24.580000,0 days 00:00:31.362000,0 days 00:00:26.491000,279.0,178.0,285.0,291.0,False,HARD,41.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 02:05:14.115000,TSU,22,0 days 00:01:22.334000,63.0,4.0,,,0 days 00:00:24.065000,0 days 00:00:31.559000,0 days 00:00:26.710000,281.0,184.0,285.0,288.0,False,HARD,42.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 02:06:36.718000,TSU,22,0 days 00:01:22.603000,64.0,4.0,,,0 days 00:00:24.244000,0 days 00:00:31.571000,0 days 00:00:26.788000,280.0,183.0,288.0,286.0,False,HARD,43.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 02:07:59.527000,TSU,22,0 days 00:01:22.809000,65.0,4.0,,,0 days 00:00:24.255000,0 days 00:00:31.755000,0 days 00:00:26.799000,280.0,178.0,288.0,288.0,False,HARD,44.0,True,AlphaTauri,1,15.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:34:37.187000,RIC,3,0 days 00:01:34.197000,1.0,1.0,,,,0 days 00:00:35.227000,0 days 00:00:28.137000,270.0,178.0,294.0,269.0,False,MEDIUM,1.0,True,McLaren,1,14.0,,,False,2021,3,Portuguese Grand Prix
0 days 00:36:34.586000,RIC,3,0 days 00:01:57.399000,2.0,1.0,,0 days 00:36:31.554000,0 days 00:00:25.606000,0 days 00:00:50.548000,0 days 00:00:41.245000,270.0,151.0,,295.0,False,MEDIUM,2.0,True,McLaren,14,13.0,,,False,2021,3,Portuguese Grand Prix
0 days 00:38:55.201000,RIC,3,0 days 00:02:20.615000,3.0,2.0,0 days 00:36:53.531000,0 days 00:38:52.252000,0 days 00:00:49.716000,0 days 00:00:42.204000,0 days 00:00:48.695000,97.0,148.0,,295.0,False,MEDIUM,3.0,False,McLaren,4,13.0,,,False,2021,3,Portuguese Grand Prix
0 days 00:41:10.558000,RIC,3,0 days 00:02:15.357000,4.0,3.0,0 days 00:39:14.675000,,0 days 00:00:51.128000,0 days 00:00:41.260000,0 days 00:00:42.969000,163.0,164.0,201.0,295.0,False,MEDIUM,4.0,False,McLaren,4,13.0,,,False,2021,3,Portuguese Grand Prix
0 days 00:43:10.728000,RIC,3,0 days 00:02:00.170000,5.0,3.0,,,0 days 00:00:33.721000,0 days 00:00:43.386000,0 days 00:00:43.063000,112.0,158.0,257.0,262.0,True,MEDIUM,5.0,False,McLaren,4,13.0,,,False,2021,3,Portuguese Grand Prix
0 days 00:45:07.780000,RIC,3,0 days 00:01:57.052000,6.0,3.0,,,0 days 00:00:34.140000,0 days 00:00:42.849000,0 days 00:00:40.063000,124.0,149.0,266.0,245.0,True,MEDIUM,6.0,False,McLaren,41,13.0,,,False,2021,3,Portuguese Grand Prix
0 days 00:46:36.959000,RIC,3,0 days 00:01:29.179000,7.0,3.0,,,0 days 00:00:26.666000,0 days 00:00:34.646000,0 days 00:00:27.867000,276.0,169.0,295.0,299.0,True,MEDIUM,7.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:48:02.833000,RIC,3,0 days 00:01:25.874000,8.0,3.0,,,0 days 00:00:25.521000,0 days 00:00:33.197000,0 days 00:00:27.156000,266.0,182.0,295.0,310.0,True,MEDIUM,8.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:49:27.525000,RIC,3,0 days 00:01:24.692000,9.0,3.0,,,0 days 00:00:24.914000,0 days 00:00:32.646000,0 days 00:00:27.132000,283.0,185.0,297.0,302.0,True,MEDIUM,9.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:50:51.666000,RIC,3,0 days 00:01:24.141000,10.0,3.0,,,0 days 00:00:24.563000,0 days 00:00:32.569000,0 days 00:00:27.009000,282.0,181.0,296.0,323.0,True,MEDIUM,10.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:52:15.915000,RIC,3,0 days 00:01:24.249000,11.0,3.0,,,0 days 00:00:24.560000,0 days 00:00:32.577000,0 days 00:00:27.112000,283.0,180.0,296.0,328.0,False,MEDIUM,11.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:53:40.222000,RIC,3,0 days 00:01:24.307000,12.0,3.0,,,0 days 00:00:24.635000,0 days 00:00:32.548000,0 days 00:00:27.124000,283.0,174.0,294.0,324.0,False,MEDIUM,12.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:55:04.425000,RIC,3,0 days 00:01:24.203000,13.0,3.0,,,0 days 00:00:24.664000,0 days 00:00:32.486000,0 days 00:00:27.053000,275.0,189.0,292.0,297.0,False,MEDIUM,13.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:56:28.580000,RIC,3,0 days 00:01:24.155000,14.0,3.0,,,0 days 00:00:24.763000,0 days 00:00:32.374000,0 days 00:00:27.018000,273.0,185.0,293.0,293.0,False,MEDIUM,14.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:57:52.384000,RIC,3,0 days 00:01:23.804000,15.0,3.0,,,0 days 00:00:24.720000,0 days 00:00:32.126000,0 days 00:00:26.958000,275.0,186.0,293.0,292.0,True,MEDIUM,15.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 00:59:15.879000,RIC,3,0 days 00:01:23.495000,16.0,3.0,,,0 days 00:00:24.483000,0 days 00:00:32.169000,0 days 00:00:26.843000,278.0,185.0,296.0,295.0,True,MEDIUM,16.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:00:39.540000,RIC,3,0 days 00:01:23.661000,17.0,3.0,,,0 days 00:00:24.479000,0 days 00:00:32.381000,0 days 00:00:26.801000,285.0,182.0,300.0,315.0,False,MEDIUM,17.0,False,McLaren,1,11.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:02:02.776000,RIC,3,0 days 00:01:23.236000,18.0,3.0,,,0 days 00:00:24.003000,0 days 00:00:32.299000,0 days 00:00:26.934000,273.0,184.0,291.0,325.0,True,MEDIUM,18.0,False,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:03:26.725000,RIC,3,0 days 00:01:23.949000,19.0,3.0,,,0 days 00:00:24.558000,0 days 00:00:32.292000,0 days 00:00:27.099000,276.0,177.0,291.0,293.0,False,MEDIUM,19.0,False,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:04:50.858000,RIC,3,0 days 00:01:24.133000,20.0,3.0,,,0 days 00:00:24.593000,0 days 00:00:32.291000,0 days 00:00:27.249000,274.0,181.0,290.0,290.0,False,MEDIUM,20.0,False,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:06:14.722000,RIC,3,0 days 00:01:23.864000,21.0,3.0,,,0 days 00:00:24.611000,0 days 00:00:32.259000,0 days 00:00:26.994000,276.0,183.0,291.0,285.0,False,MEDIUM,21.0,False,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:07:38.502000,RIC,3,0 days 00:01:23.780000,22.0,3.0,,,0 days 00:00:24.567000,0 days 00:00:32.218000,0 days 00:00:26.995000,274.0,186.0,291.0,288.0,False,MEDIUM,22.0,False,McLaren,1,8.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:09:01.833000,RIC,3,0 days 00:01:23.331000,23.0,3.0,,,0 days 00:00:24.383000,0 days 00:00:31.924000,0 days 00:00:27.024000,273.0,187.0,290.0,285.0,False,MEDIUM,23.0,False,McLaren,1,7.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:10:25.468000,RIC,3,0 days 00:01:23.635000,24.0,3.0,,,0 days 00:00:24.415000,0 days 00:00:32.073000,0 days 00:00:27.147000,274.0,187.0,287.0,286.0,False,MEDIUM,24.0,False,McLaren,1,6.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:11:48.920000,RIC,3,0 days 00:01:23.452000,25.0,3.0,,,0 days 00:00:24.360000,0 days 00:00:32.044000,0 days 00:00:27.048000,273.0,185.0,287.0,283.0,False,MEDIUM,25.0,False,McLaren,1,6.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:13:12.228000,RIC,3,0 days 00:01:23.308000,26.0,3.0,,,0 days 00:00:24.597000,0 days 00:00:31.953000,0 days 00:00:26.758000,275.0,187.0,288.0,279.0,False,MEDIUM,26.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:14:35.593000,RIC,3,0 days 00:01:23.365000,27.0,3.0,,,0 days 00:00:24.410000,0 days 00:00:32.002000,0 days 00:00:26.953000,272.0,188.0,289.0,284.0,False,MEDIUM,27.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:15:58.958000,RIC,3,0 days 00:01:23.365000,28.0,3.0,,,0 days 00:00:24.387000,0 days 00:00:32.032000,0 days 00:00:26.946000,276.0,185.0,287.0,281.0,False,MEDIUM,28.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:17:22.197000,RIC,3,0 days 00:01:23.239000,29.0,3.0,,,0 days 00:00:24.451000,0 days 00:00:32.044000,0 days 00:00:26.744000,275.0,185.0,286.0,280.0,False,MEDIUM,29.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:18:45.178000,RIC,3,0 days 00:01:22.981000,30.0,3.0,,,0 days 00:00:24.265000,0 days 00:00:31.939000,0 days 00:00:26.777000,275.0,186.0,287.0,282.0,True,MEDIUM,30.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:20:08.221000,RIC,3,0 days 00:01:23.043000,31.0,3.0,,,0 days 00:00:24.375000,0 days 00:00:31.955000,0 days 00:00:26.713000,275.0,185.0,287.0,280.0,False,MEDIUM,31.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:21:31.129000,RIC,3,0 days 00:01:22.908000,32.0,3.0,,,0 days 00:00:24.361000,0 days 00:00:31.853000,0 days 00:00:26.694000,274.0,186.0,287.0,281.0,True,MEDIUM,32.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:22:53.940000,RIC,3,0 days 00:01:22.811000,33.0,3.0,,,0 days 00:00:24.223000,0 days 00:00:31.919000,0 days 00:00:26.669000,274.0,184.0,288.0,282.0,True,MEDIUM,33.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:24:16.650000,RIC,3,0 days 00:01:22.710000,34.0,3.0,,,0 days 00:00:24.107000,0 days 00:00:31.835000,0 days 00:00:26.768000,275.0,188.0,290.0,285.0,True,MEDIUM,34.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:25:39.589000,RIC,3,0 days 00:01:22.939000,35.0,3.0,,,0 days 00:00:24.173000,0 days 00:00:32.035000,0 days 00:00:26.731000,277.0,185.0,290.0,283.0,False,MEDIUM,35.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:27:02.481000,RIC,3,0 days 00:01:22.892000,36.0,3.0,,,0 days 00:00:24.194000,0 days 00:00:31.857000,0 days 00:00:26.841000,277.0,185.0,287.0,288.0,False,MEDIUM,36.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:28:25.410000,RIC,3,0 days 00:01:22.929000,37.0,3.0,,,0 days 00:00:24.254000,0 days 00:00:31.861000,0 days 00:00:26.814000,274.0,183.0,289.0,282.0,False,MEDIUM,37.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:29:48.050000,RIC,3,0 days 00:01:22.640000,38.0,3.0,,,0 days 00:00:24.254000,0 days 00:00:31.732000,0 days 00:00:26.654000,278.0,183.0,289.0,284.0,True,MEDIUM,38.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:31:10.988000,RIC,3,0 days 00:01:22.938000,39.0,3.0,,,0 days 00:00:24.344000,0 days 00:00:31.791000,0 days 00:00:26.803000,275.0,186.0,289.0,282.0,False,MEDIUM,39.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:32:33.816000,RIC,3,0 days 00:01:22.828000,40.0,3.0,,,0 days 00:00:24.273000,0 days 00:00:31.791000,0 days 00:00:26.764000,276.0,183.0,289.0,283.0,False,MEDIUM,40.0,False,McLaren,1,5.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:34:00.033000,RIC,3,0 days 00:01:26.217000,41.0,3.0,,0 days 01:33:57.117000,0 days 00:00:24.178000,0 days 00:00:31.993000,0 days 00:00:30.046000,276.0,185.0,,284.0,False,MEDIUM,41.0,False,McLaren,1,5.0,,,False,2021,3,Portuguese Grand Prix
0 days 01:35:47.540000,RIC,3,0 days 00:01:47.507000,42.0,4.0,0 days 01:34:25.722000,,0 days 00:00:48.590000,0 days 00:00:32.182000,0 days 00:00:26.735000,272.0,183.0,289.0,284.0,False,HARD,1.0,True,McLaren,1,10.0,,,False,2021,3,Portuguese Grand Prix
0 days 01:37:10.133000,RIC,3,0 days 00:01:22.593000,43.0,4.0,,,0 days 00:00:24.146000,0 days 00:00:31.692000,0 days 00:00:26.755000,274.0,186.0,290.0,291.0,True,HARD,2.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:38:32.944000,RIC,3,0 days 00:01:22.811000,44.0,4.0,,,0 days 00:00:24.069000,0 days 00:00:31.955000,0 days 00:00:26.787000,276.0,183.0,293.0,283.0,False,HARD,3.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:39:55.793000,RIC,3,0 days 00:01:22.849000,45.0,4.0,,,0 days 00:00:24.378000,0 days 00:00:31.926000,0 days 00:00:26.545000,277.0,186.0,292.0,293.0,False,HARD,4.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:41:18.387000,RIC,3,0 days 00:01:22.594000,46.0,4.0,,,0 days 00:00:24.194000,0 days 00:00:31.872000,0 days 00:00:26.528000,278.0,188.0,288.0,286.0,False,HARD,5.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:42:41.063000,RIC,3,0 days 00:01:22.676000,47.0,4.0,,,0 days 00:00:24.358000,0 days 00:00:31.686000,0 days 00:00:26.632000,276.0,186.0,291.0,287.0,False,HARD,6.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:44:04.161000,RIC,3,0 days 00:01:23.098000,48.0,4.0,,,0 days 00:00:24.277000,0 days 00:00:32.104000,0 days 00:00:26.717000,287.0,190.0,290.0,287.0,False,HARD,7.0,True,McLaren,1,9.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:45:26.852000,RIC,3,0 days 00:01:22.691000,49.0,4.0,,,0 days 00:00:24.220000,0 days 00:00:31.663000,0 days 00:00:26.808000,280.0,182.0,290.0,283.0,False,HARD,8.0,True,McLaren,1,9.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:46:49.571000,RIC,3,0 days 00:01:22.719000,50.0,4.0,,,0 days 00:00:24.158000,0 days 00:00:31.738000,0 days 00:00:26.823000,277.0,185.0,288.0,288.0,False,HARD,9.0,True,McLaren,1,9.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:48:13.552000,RIC,3,0 days 00:01:23.981000,51.0,4.0,,,0 days 00:00:25.190000,0 days 00:00:32.132000,0 days 00:00:26.659000,281.0,184.0,294.0,290.0,False,HARD,10.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:49:36.087000,RIC,3,0 days 00:01:22.535000,52.0,4.0,,,0 days 00:00:24.352000,0 days 00:00:31.620000,0 days 00:00:26.563000,277.0,192.0,293.0,291.0,True,HARD,11.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:50:58.627000,RIC,3,0 days 00:01:22.540000,53.0,4.0,,,0 days 00:00:24.068000,0 days 00:00:31.675000,0 days 00:00:26.797000,277.0,189.0,292.0,294.0,False,HARD,12.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:52:20.937000,RIC,3,0 days 00:01:22.310000,54.0,4.0,,,0 days 00:00:24.146000,0 days 00:00:31.550000,0 days 00:00:26.614000,276.0,188.0,291.0,289.0,True,HARD,13.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:53:43.299000,RIC,3,0 days 00:01:22.362000,55.0,4.0,,,0 days 00:00:24.084000,0 days 00:00:31.728000,0 days 00:00:26.550000,276.0,189.0,294.0,285.0,False,HARD,14.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:55:05.550000,RIC,3,0 days 00:01:22.251000,56.0,4.0,,,0 days 00:00:24.064000,0 days 00:00:31.619000,0 days 00:00:26.568000,278.0,187.0,291.0,290.0,True,HARD,15.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:56:28.071000,RIC,3,0 days 00:01:22.521000,57.0,4.0,,,0 days 00:00:24.082000,0 days 00:00:31.715000,0 days 00:00:26.724000,278.0,186.0,290.0,287.0,False,HARD,16.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
0 days 01:57:50.570000,RIC,3,0 days 00:01:22.499000,58.0,4.0,,,0 days 00:00:24.164000,0 days 00:00:31.680000,0 days 00:00:26.655000,279.0,191.0,293.0,283.0,False,HARD,17.0,True,McLaren,1,10.0,,,True,2021,3,Portuguese Grand Prix
